ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,force1,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,force2,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,force3,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,force4,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,force5,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,force6,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_12sTheA5wtnYh7D,Default Response Set,Anonymous,,,65.129.98.130,0,7/23/2016 14:31,7/23/2016 14:36,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,1,29.433,29.433,30.869,1,1,,,1,,,,,,,,,,,,,,,,,,1,29.678,29.678,31.611,1,1,,,,,,,,,,,,,,,,,,,1,,1,24.103,24.103,26.653,1,1,,,,,,,,,,,,,,1,,,,,,,1,5.818,55.442,57.666,3,1,,,,,,,,,,,,,,,,1,,,,,1,4.205,40.001,46.192,3,1,,,,,,,,,,,,,,,,,,1,,,1,8.243,65.941,68.757,4,,59,2,5,,4,5,Scenario 6|Scenario 4|Scenario 5|Scenario 3|Scenario 2|Scenario 1,scenario1|item019|force1|time1,scenario2|item027|force2|time2,scenario3|item071|force3|time3,scenario4|item090|force4|time4,scenario5|item116|force5|time5,scenario6|item142|force6|time6,43.54690552,-116.2913055,-1
R_PStCfg8e79suZot,Default Response Set,Anonymous,,,173.3.79.138,0,7/23/2016 14:32,7/23/2016 14:36,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,3,29.974,29.974,30.713,1,1,,,,,,,,,,,,,,,,,,,1,,1,32.089,32.089,32.857,1,1,,,,,,,,,,1,,,,,,,,,,,5,30.299,30.299,30.914,1,1,,,,,,,,,,1,,,,,,,,,,,1,28.561,28.561,29.369,1,1,,,,1,,,,,,,,,,,,,,,,,1,38.423,38.423,42.781,1,1,,,,,,,,,,,,,,,1,,,,,,1,53.445,53.445,54.288,1,,37,2,3,,5,6,Scenario 6|Scenario 5|Scenario 3|Scenario 2|Scenario 4|Scenario 1,scenario1|item016|force1|time1,scenario2|item047|force2|time2,scenario3|item062|force3|time3,scenario4|item086|force4|time4,scenario5|item100|force5|time5,scenario6|item139|force6|time6,40.58329773,-73.9240036,-1
R_1I5Hrn6WHpAMkBW,Default Response Set,Anonymous,,,108.50.226.242,0,7/23/2016 14:30,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,4,41.554,41.554,43.025,1,1,,,,,,,,,,,,,1,,,,,,,,2,28.355,28.355,29.135,1,1,,,,,,,,,,,,,,,1,,,,,,4,38.361,39.094,41.534,2,1,,,,,,,,,,,,,,1,,,,,,,1,32.186,32.186,35.591,1,1,,,,,1,,,,,,,,,,,,,,,,4,36.26,38.109,38.578,2,1,,,,,,,,,,,,,,1,,,,,,,1,54.62,54.62,56.156,1,,24,2,5,,5,7,Scenario 2|Scenario 6|Scenario 3|Scenario 1|Scenario 4|Scenario 5,scenario1|item016|force1|time1,scenario2|item041|force2|time2,scenario3|item067|force3|time3,scenario4|item090|force4|time4,scenario5|item101|force5|time5,scenario6|item138|force6|time6,40.43600464,-74.48500061,-1
R_31Sm5CKmBH75gN5,Default Response Set,Anonymous,,,173.81.31.75,0,7/23/2016 14:32,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,55.31,58.134,60.204,2,1,,,,,,,,,,,,,,,,,,1,,,1,34.379,34.379,35.135,1,1,,,,,1,,,,,,,,,,,,,,,,1,31.604,31.604,32.612,1,1,,,,1,,,,,,,,,,,,,,,,,1,29.891,29.891,30.803,1,1,,,,,,,,,1,,,,,,,,,,,,4,28.411,28.411,29.182,1,1,,,,,,1,,,,,,,,,,,,,,,1,40.434,51.338,53.169,2,,35,1,5,,4,8,Scenario 6|Scenario 2|Scenario 3|Scenario 4|Scenario 5|Scenario 1,scenario1|item017|force1|time1,scenario2|item046|force2|time2,scenario3|item053|force3|time3,scenario4|item076|force4|time4,scenario5|item109|force5|time5,scenario6|item126|force6|time6,39.29510498,-81.47730255,-1
R_2c6oOVROBkVWUDu,Default Response Set,Anonymous,,,23.119.116.186,0,7/23/2016 14:32,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,4,43.28,43.28,43.942,1,1,,,,,,1,,,,,,,,,,,,,,,3,28.197,28.197,29.062,1,1,,,,,,,,,1,,,,,,,,,,,,4,26.657,26.657,27.466,1,1,,1,,,,,,,,,,,,,,,,,,,4,55.249,55.249,56.007,1,1,,1,,,,,,,,,,,,,,,,,,,4,32.033,32.033,32.672,1,1,1,,,,,,,,,,,,,,,,,,,,2,24.118,24.118,25.162,1,,38,2,5,,6,7,Scenario 1|Scenario 5|Scenario 2|Scenario 6|Scenario 3|Scenario 4,scenario1|item015|force1|time1,scenario2|item030|force2|time2,scenario3|item061|force3|time3,scenario4|item074|force4|time4,scenario5|item098|force5|time5,scenario6|item121|force6|time6,41.60249329,-86.26429749,-1
R_2B8oTGorDWgQOvB,Default Response Set,Anonymous,,,68.110.73.141,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,2,25.042,25.042,26.251,1,1,,,,,,,,,,,,,,,1,,,,,,2,25.522,25.522,31.672,1,1,,,,,,,,,,,,,1,,,,,,,,2,28.106,29.06,30.731,3,1,,,,,,,,,,,,,,,,,,1,,,2,23.473,24.278,25.471,2,1,,,,1,,,,,,,,,,,,,,,,,1,59.666,59.666,61.567,1,1,,,,,,,,,,,,,1,,,,,,,,1,28.214,30.498,31.821,4,,22,1,5,,5,4,Scenario 4|Scenario 3|Scenario 6|Scenario 2|Scenario 1|Scenario 5,scenario1|item007|force1|time1,scenario2|item043|force2|time2,scenario3|item065|force3|time3,scenario4|item094|force4|time4,scenario5|item100|force5|time5,scenario6|item137|force6|time6,33.56100464,-111.9088974,-1
R_3QE0igS1JfoC9Il,Default Response Set,Anonymous,,,184.4.197.255,0,7/23/2016 14:31,7/23/2016 14:37,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,37.208,37.208,39.251,1,1,,,,,,,,,,,,,,,,,,1,,,4,47.326,47.326,48.747,1,1,,,,,,,1,,,,,,,,,,,,,,3,36.125,44.258,45.501,3,1,,,,,,,,,,,,,1,,,,,,,,4,39.096,39.096,40.552,1,1,,,,,,1,,,,,,,,,,,,,,,4,32.753,32.753,34.024,1,1,,1,,,,,,,,,,,,,,,,,,,3,109.812,109.812,112.118,1,,63,2,5,,5,8,Scenario 2|Scenario 1|Scenario 3|Scenario 4|Scenario 5|Scenario 6,scenario1|item001|force1|time1,scenario2|item046|force2|time2,scenario3|item055|force3|time3,scenario4|item089|force4|time4,scenario5|item102|force5|time5,scenario6|item122|force6|time6,28.32600403,-81.3513031,-1
R_1l5F2VdHTiREfl2,Default Response Set,Anonymous,,,65.255.136.44,0,7/23/2016 14:31,7/23/2016 14:37,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,2,36.737,36.737,37.876,1,1,,,,,1,,,,,,,,,,,,,,,,3,48.48,49.849,51.015,2,1,1,,,,,,,,,,,,,,,,,,,,2,29.797,29.797,31.308,1,1,,,1,,,,,,,,,,,,,,,,,,2,36.024,41.928,43.21,2,1,,,,,,,,,,,,,,,1,,,,,,4,51.794,51.794,53.048,1,1,,,,,,,,,1,,,,,,,,,,,,2,42.215,42.215,43.573,1,,34,2,5,,5,6,Scenario 2|Scenario 3|Scenario 5|Scenario 4|Scenario 6|Scenario 1,scenario1|item003|force1|time1,scenario2|item029|force2|time2,scenario3|item049|force3|time3,scenario4|item075|force4|time4,scenario5|item115|force5|time5,scenario6|item133|force6|time6,40.25480652,-92.95310211,-1
R_29sHfElMC5B6zZX,Default Response Set,Anonymous,,,67.185.96.81,0,7/23/2016 14:32,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,2,48.824,48.824,49.852,1,1,,,,,,,,1,,,,,,,,,,,,,1,39.505,39.505,40.564,1,1,,,,,,,,,,,,,,,,,,1,,,2,21.569,21.569,39.637,1,1,,,,1,,,,,,,,,,,,,,,,,1,16.856,16.856,31.932,1,1,,,,,1,,,,,,,,,,,,,,,,2,24.629,31.573,33.385,2,1,,,,,,,,1,,,,,,,,,,,,,1,28.367,28.367,30.634,1,,40,2,5,,6,4,Scenario 5|Scenario 2|Scenario 6|Scenario 1|Scenario 3|Scenario 4,scenario1|item022|force1|time1,scenario2|item032|force2|time2,scenario3|item070|force3|time3,scenario4|item076|force4|time4,scenario5|item101|force5|time5,scenario6|item128|force6|time6,47.69430542,-117.4539948,-1
R_sUpjmuO8pxqqSiJ,Default Response Set,Anonymous,,,68.200.18.199,0,7/23/2016 14:30,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,4,38.73,73.546,74.869,3,1,,,,,,,,,,,,,1,,,,,,,,1,37.675,41.228,42.485,2,1,,,,,,,,,,,,,,,1,,,,,,3,32.834,37.349,39.374,2,1,,,,,,,1,,,,,,,,,,,,,,1,33.106,35.614,37.489,2,1,,,,,,,,,,,,,,1,,,,,,,5,70.533,81.735,83.558,2,1,,,,,,,1,,,,,,,,,,,,,,1,42.81,45.872,47.434,2,,46,2,5,,2,7,Scenario 4|Scenario 5|Scenario 2|Scenario 1|Scenario 3|Scenario 6,scenario1|item021|force1|time1,scenario2|item041|force2|time2,scenario3|item067|force3|time3,scenario4|item079|force4|time4,scenario5|item114|force5|time5,scenario6|item127|force6|time6,28.48370361,-82.54959869,-1
R_A0fYYaTnKWULUI1,Default Response Set,Anonymous,,,70.95.43.222,0,7/23/2016 14:31,7/23/2016 14:37,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,2,4.26,17.994,18.788,4,1,,,,,1,,,,,,,,,,,,,,,,2,203.732,215.07,215.414,3,1,,,,,,,,,,,,,,1,,,,,,,2,5.507,26.056,27.072,2,1,,,,,,,,,,,1,,,,,,,,,,2,9.648,11.36,11.712,5,1,,,,,,,1,,,,,,,,,,,,,,2,11.499,11.499,12.399,1,1,,,,,,,,,,,,,,,,,,,1,,2,13.908,15.651,16.277,3,,28,2,3,,5,7,Scenario 6|Scenario 1|Scenario 3|Scenario 2|Scenario 4|Scenario 5,scenario1|item005|force1|time1,scenario2|item029|force2|time2,scenario3|item066|force3|time3,scenario4|item087|force4|time4,scenario5|item103|force5|time5,scenario6|item143|force6|time6,32.8072052,-117.1649017,-1
R_3dWbU30IwBOvTgo,Default Response Set,Anonymous,,,68.81.42.79,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,2,33.618,33.618,37.348,1,1,,,,,,,,,,,,,1,,,,,,,,2,23.825,23.825,30.463,1,1,,,,,,,,,,,,,,,,1,,,,,2,22.959,22.959,26.021,1,1,,,,,,,,,,,1,,,,,,,,,,2,21.967,21.967,24.445,1,1,,,,,,,,,,,,1,,,,,,,,,2,21.105,21.105,24.3,1,1,,,,,,1,,,,,,,,,,,,,,,1,38.909,38.909,41.068,1,,57,2,5,,7,7,Scenario 6|Scenario 1|Scenario 3|Scenario 5|Scenario 2|Scenario 4,scenario1|item021|force1|time1,scenario2|item041|force2|time2,scenario3|item068|force3|time3,scenario4|item087|force4|time4,scenario5|item112|force5|time5,scenario6|item126|force6|time6,40.27009583,-75.40399933,-1
R_2chGz1v7AsT7B9E,Default Response Set,Anonymous,,,173.94.178.26,0,7/23/2016 14:30,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,5,50.303,51.169,173.768,2,1,,,,,,,,,,1,,,,,,,,,,,4,67.834,68.903,70.378,2,1,,,,,,,,,,,,,,,,,1,,,,4,27.377,27.377,28.934,1,1,,,,,,,,,,,,,,,1,,,,,,4,26.486,26.486,27.785,1,1,,,,,,,,1,,,,,,,,,,,,,2,20.396,20.396,21.279,1,1,,,,,,,,,,,,,1,,,,,,,,2,57.938,58.506,59.514,2,,31,2,5,,6,8,Scenario 3|Scenario 6|Scenario 2|Scenario 4|Scenario 5|Scenario 1,scenario1|item023|force1|time1,scenario2|item038|force2|time2,scenario3|item069|force3|time3,scenario4|item091|force4|time4,scenario5|item104|force5|time5,scenario6|item137|force6|time6,36.22970581,-79.8710022,-1
R_XsKX3isYKkmLxbX,Default Response Set,Anonymous,,,71.8.168.236,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,4,0,0,29.063,0,1,,,,,,,,,,,,,,,,,,,,1,4,29.125,29.994,31.915,2,1,,,,,,,,,,,,,,,,,1,,,,4,9.893,25.125,26.397,2,1,,,,,,1,,,,,,,,,,,,,,,2,0,0,30.097,0,1,1,,,,,,,,,,,,,,,,,,,,2,0,0,25.7,0,1,,,,,,1,,,,,,,,,,,,,,,2,0,0,27.472,0,,42,1,5,,5,7,Scenario 1|Scenario 5|Scenario 4|Scenario 6|Scenario 2|Scenario 3,scenario1|item018|force1|time1,scenario2|item048|force2|time2,scenario3|item069|force3|time3,scenario4|item078|force4|time4,scenario5|item097|force5|time5,scenario6|item126|force6|time6,46.12469482,-123.6764984,-1
R_2B9b7eDiXip5eSU,Default Response Set,Anonymous,,,68.190.248.238,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,4,32.941,32.941,87.177,1,1,1,,,,,,,,,,,,,,,,,,,,4,17.672,17.672,19.069,1,1,,,,,,,,,,,,,,,,,,,,1,2,3.472,3.472,5.019,1,1,,,,,,,,,,,,,,,1,,,,,,4,29.883,29.883,30.684,1,1,,,1,,,,,,,,,,,,,,,,,,4,31.217,31.217,32.838,1,1,,,,1,,,,,,,,,,,,,,,,,4,10.275,10.275,17.032,1,,44,2,5,,5,8,Scenario 2|Scenario 3|Scenario 5|Scenario 4|Scenario 1|Scenario 6,scenario1|item005|force1|time1,scenario2|item025|force2|time2,scenario3|item072|force3|time3,scenario4|item091|force4|time4,scenario5|item099|force5|time5,scenario6|item124|force6|time6,33.81149292,-118.1867981,-1
R_22YchCw6VcLe9OC,Default Response Set,Anonymous,,,69.62.185.35,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,2,29.094,30.125,32.126,2,1,,,,,,,,1,,,,,,,,,,,,,1,21.531,21.531,23.316,1,1,,,,,,,,,,,,,,,,,,1,,,4,25.474,25.474,32.545,1,1,,1,,,,,,,,,,,,,,,,,,,2,23.683,26.004,27.716,2,1,,,,,,,,,,,,,,,,,1,,,,3,41.306,41.306,42.371,1,1,1,,,,,,,,,,,,,,,,,,,,2,28.898,28.898,33.533,1,,59,2,5,,4,4,Scenario 5|Scenario 3|Scenario 6|Scenario 1|Scenario 2|Scenario 4,scenario1|item021|force1|time1,scenario2|item032|force2|time2,scenario3|item070|force3|time3,scenario4|item074|force4|time4,scenario5|item117|force5|time5,scenario6|item121|force6|time6,38.76249695,-121.1649017,-1
R_31gsdM4WASqx15g,Default Response Set,Anonymous,,,166.137.143.76,0,7/23/2016 14:31,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,3.807,63.66,70.315,2,1,,,,,,,,1,,,,,,,,,,,,,2,22.282,23.997,25.296,2,1,,,,,,,,,1,,,,,,,,,,,,2,33.414,33.414,34.926,1,1,,,,,,,,,1,,,,,,,,,,,,2,16.1,17.258,20.143,2,1,,,,,,,1,,,,,,,,,,,,,,1,44.441,44.441,45.419,1,1,,,,,,,,,,,,,1,,,,,,,,2,127.975,127.975,129.53,1,,43,1,4,,6,8,Scenario 1|Scenario 2|Scenario 6|Scenario 5|Scenario 4|Scenario 3,scenario1|item017|force1|time1,scenario2|item032|force2|time2,scenario3|item061|force3|time3,scenario4|item085|force4|time4,scenario5|item103|force5|time5,scenario6|item137|force6|time6,32.77870178,-96.82170105,-1
R_3IPDXJ7cmfeOw3W,Default Response Set,Anonymous,,,24.211.175.246,0,7/23/2016 14:33,7/23/2016 14:37,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,36.382,36.382,38.197,1,1,,,,,,,,,,,,,,1,,,,,,,1,28.256,28.256,38.909,1,1,,1,,,,,,,,,,,,,,,,,,,2,35.121,35.121,36.597,1,1,1,,,,,,,,,,,,,,,,,,,,1,25.069,25.069,26.347,1,1,,,,,,,,,,,,,,,,,,,1,,4,36.276,36.276,37.039,1,1,,,,,,,,,,,,,,,,,,1,,,1,28.337,28.337,29.315,1,,49,2,5,,6,7,Scenario 4|Scenario 2|Scenario 1|Scenario 5|Scenario 6|Scenario 3,scenario1|item004|force1|time1,scenario2|item042|force2|time2,scenario3|item050|force3|time3,scenario4|item073|force4|time4,scenario5|item119|force5|time5,scenario6|item142|force6|time6,36.31700134,-76.27539825,-1
R_2ON3kPN4OiI6J2X,Default Response Set,Anonymous,,,100.40.189.126,0,7/23/2016 14:34,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,2,13.508,17.861,18.885,3,1,,,,,,,,,,,,1,,,,,,,,,2,1.767,20.797,21.606,4,1,,,,,,,,,,,,,,,,,1,,,,2,4.724,24.775,25.642,5,1,1,,,,,,,,,,,,,,,,,,,,1,2.981,19.307,20.248,5,1,1,,,,,,,,,,,,,,,,,,,,1,4.874,20.406,21.122,8,1,,,,,,,,,,,,,,,,,,,,1,2,1.22,45.424,46.093,7,,30,2,5,,4,7,Scenario 6|Scenario 3|Scenario 1|Scenario 4|Scenario 2|Scenario 5,scenario1|item020|force1|time1,scenario2|item040|force2|time2,scenario3|item069|force3|time3,scenario4|item073|force4|time4,scenario5|item097|force5|time5,scenario6|item144|force6|time6,41.70379639,-73.92179871,-1
R_3eqRRm1qN8tRARa,Default Response Set,Anonymous,,,104.236.53.155,0,7/23/2016 14:36,7/23/2016 14:37,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,4,1.331,1.805,2.951,2,1,,,,,,,,,,,,,,,,,,1,,,4,0.955,0.955,2.221,1,1,,,,,,,,1,,,,,,,,,,,,,3,1.365,1.365,2.169,1,1,,,,,,,,,,1,,,,,,,,,,,4,1.286,3.494,4.232,3,1,,,,1,,,,,,,,,,,,,,,,,4,2.03,3.545,4.061,4,1,,1,,,,,,,,,,,,,,,,,,,4,1.639,1.639,8.25,1,,28,1,5,,5,4,Scenario 1|Scenario 5|Scenario 3|Scenario 2|Scenario 6|Scenario 4,scenario1|item008|force1|time1,scenario2|item046|force2|time2,scenario3|item056|force3|time3,scenario4|item086|force4|time4,scenario5|item100|force5|time5,scenario6|item122|force6|time6,40.71429443,-74.0059967,-1
R_BzF4W4kzzNPYBhL,Default Response Set,Anonymous,,,108.131.53.11,0,7/23/2016 14:34,7/23/2016 14:37,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,2,27.016,27.016,28.566,1,1,,1,,,,,,,,,,,,,,,,,,,2,44.831,44.831,47.146,1,1,,,,,,,,,,,,,,1,,,,,,,4,28.634,28.634,30.157,1,1,,,,,,,,,,,,,1,,,,,,,,2,25.018,25.018,26.949,1,1,,,,,,,,,,,1,,,,,,,,,,4,17.203,17.203,19.502,1,1,,,,,,,,,,,,,,,,1,,,,,2,19.256,19.256,21.308,1,,40,1,1,,5,5,Scenario 2|Scenario 3|Scenario 5|Scenario 4|Scenario 1|Scenario 6,scenario1|item004|force1|time1,scenario2|item026|force2|time2,scenario3|item066|force3|time3,scenario4|item089|force4|time4,scenario5|item111|force5|time5,scenario6|item140|force6|time6,34.36810303,-88.67420197,-1
R_1rdEEdVm6RWz084,Default Response Set,Anonymous,,,73.192.78.12,0,7/23/2016 14:34,7/23/2016 14:37,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,29.69,30.553,32.028,2,1,,,,,,,,,1,,,,,,,,,,,,4,23.353,23.353,24.45,1,1,,,,,,,,1,,,,,,,,,,,,,4,26.539,26.539,28.231,1,1,,,,,,,,,1,,,,,,,,,,,,2,20.076,20.076,21.033,1,1,,,1,,,,,,,,,,,,,,,,,,4,24.974,24.974,26.294,1,1,,,,,,,1,,,,,,,,,,,,,,1,25.165,25.165,26.49,1,,54,1,5,,4,6,Scenario 1|Scenario 2|Scenario 3|Scenario 5|Scenario 4|Scenario 6,scenario1|item024|force1|time1,scenario2|item037|force2|time2,scenario3|item056|force3|time3,scenario4|item085|force4|time4,scenario5|item099|force5|time5,scenario6|item127|force6|time6,31.31469727,-81.52220154,-1
R_3PXGKf5jAo7QGIU,Default Response Set,Anonymous,,,98.226.37.142,0,7/23/2016 14:34,7/23/2016 14:37,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,3,21.21,21.21,22.618,1,1,1,,,,,,,,,,,,,,,,,,,,1,28.913,28.913,33.429,1,1,,,,,,,,,,,1,,,,,,,,,,1,19.96,19.96,22.079,1,1,,,,1,,,,,,,,,,,,,,,,,4,17.831,17.831,19.464,1,1,,,,,,,,,,,,,,,,,,,,1,4,19.726,19.726,21.258,1,1,,,,,,,,,,,,1,,,,,,,,,5,29.773,29.773,31.659,1,,51,1,5,,5,8,Scenario 6|Scenario 3|Scenario 5|Scenario 4|Scenario 2|Scenario 1,scenario1|item014|force1|time1,scenario2|item025|force2|time2,scenario3|item063|force3|time3,scenario4|item076|force4|time4,scenario5|item120|force5|time5,scenario6|item136|force6|time6,42.05250549,-87.89060211,-1
R_24McyEmn2QVWKTP,Default Response Set,Anonymous,,,67.242.14.141,0,7/23/2016 14:35,7/23/2016 14:38,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,2,18.929,19.769,20.434,3,1,,,,,,,,,,,,,,,,,1,,,,4,15.378,15.378,16.067,1,1,,,,,,,1,,,,,,,,,,,,,,2,18.397,18.773,19.574,2,1,,,,,,1,,,,,,,,,,,,,,,2,13.572,13.572,14.235,1,1,,,,,,,,,,,,,,1,,,,,,,2,16.6,16.6,17.328,1,1,,,,,,,,,1,,,,,,,,,,,,4,19.777,20.209,20.779,2,,21,2,5,,3,9,Scenario 3|Scenario 1|Scenario 6|Scenario 5|Scenario 4|Scenario 2,scenario1|item016|force1|time1,scenario2|item045|force2|time2,scenario3|item055|force3|time3,scenario4|item078|force4|time4,scenario5|item114|force5|time5,scenario6|item133|force6|time6,43.03469849,-76.07289886,-1
R_12rpiE8Hk6yKLh9,Default Response Set,Anonymous,,,24.178.26.220,0,7/23/2016 14:33,7/23/2016 14:38,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,3,89.023,89.023,90.238,1,1,,,,,,,,,1,,,,,,,,,,,,3,16.513,16.513,17.626,1,1,,,,,,,,,,,,,,1,,,,,,,3,15.776,15.776,17.775,1,1,,,,,,,1,,,,,,,,,,,,,,2,28.151,28.151,29.595,1,1,,,,,,,,,,,,,1,,,,,,,,3,12.696,12.696,14.281,1,1,,,,,,,,,,,,,,1,,,,,,,4,38.707,39.8,40.948,2,,23,1,5,,5,6,Scenario 1|Scenario 6|Scenario 4|Scenario 5|Scenario 3|Scenario 2,scenario1|item001|force1|time1,scenario2|item037|force2|time2,scenario3|item066|force3|time3,scenario4|item079|force4|time4,scenario5|item113|force5|time5,scenario6|item138|force6|time6,43.02079773,-89.36000061,-1
R_1mEsfcBcxxBLL9v,Default Response Set,Anonymous,,,75.65.230.176,0,7/23/2016 14:31,7/23/2016 14:38,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,4,48.527,48.527,49.15,1,1,,1,,,,,,,,,,,,,,,,,,,2,37.977,37.977,40.075,1,1,,,,,,1,,,,,,,,,,,,,,,2,43.636,43.636,46.917,1,1,,,,,,,,,,,,,,1,,,,,,,2,53.324,53.324,53.999,1,1,,,,,,,,,,,1,,,,,,,,,,4,74.311,74.311,75.06,1,1,,,,,,,,,,,,,,,,,,,1,,4,28.693,28.693,29.229,1,,51,1,5,,5,7,Scenario 3|Scenario 2|Scenario 5|Scenario 1|Scenario 4|Scenario 6,scenario1|item018|force1|time1,scenario2|item026|force2|time2,scenario3|item054|force3|time3,scenario4|item090|force4|time4,scenario5|item111|force5|time5,scenario6|item143|force6|time6,32.40299988,-93.90200043,-1
R_VILRt96Vnr8OBgd,Default Response Set,Anonymous,,,74.129.210.85,0,7/23/2016 14:34,7/23/2016 14:38,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,23.002,23.002,24.013,1,1,,,,,,1,,,,,,,,,,,,,,,2,4.371,26.11,28.117,3,1,1,,,,,,,,,,,,,,,,,,,,1,35.575,35.575,37.104,1,1,,,,,,,,,,,,,,,,1,,,,,2,36.597,36.597,37.65,1,1,,,,1,,,,,,,,,,,,,,,,,2,35.509,35.509,36.502,1,1,,,,,,,,,,,,1,,,,,,,,,4,38,38,39.308,1,,29,1,5,,4,6,Scenario 5|Scenario 3|Scenario 4|Scenario 6|Scenario 2|Scenario 1,scenario1|item024|force1|time1,scenario2|item030|force2|time2,scenario3|item049|force3|time3,scenario4|item092|force4|time4,scenario5|item100|force5|time5,scenario6|item136|force6|time6,38.04170227,-85.57530212,-1
R_WprE4lP96fafKq5,Default Response Set,Anonymous,,,24.250.192.137,0,7/23/2016 14:34,7/23/2016 14:38,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,3,25.112,25.112,26.541,1,1,,,,,,,,,,,1,,,,,,,,,,4,26.823,26.823,28.966,1,1,,,,,,1,,,,,,,,,,,,,,,2,24.054,24.054,25.513,1,1,,,,,,,,,,,,,,1,,,,,,,2,19.889,19.889,21.274,1,1,,,,,,,,,1,,,,,,,,,,,,2,24.792,24.792,31.502,1,1,,,,,,,,,,,,,,,,,,1,,,2,20.2,20.2,21.703,1,,32,1,5,,5,7,Scenario 5|Scenario 2|Scenario 3|Scenario 1|Scenario 4|Scenario 6,scenario1|item019|force1|time1,scenario2|item039|force2|time2,scenario3|item054|force3|time3,scenario4|item090|force4|time4,scenario5|item109|force5|time5,scenario6|item142|force6|time6,29.16540527,-82.09670258,-1
R_AtiAq6Qb0CwqE37,Default Response Set,Anonymous,,,68.103.165.142,0,7/23/2016 14:32,7/23/2016 14:38,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,5,32.363,32.363,34.298,1,1,1,,,,,,,,,,,,,,,,,,,,2,39.963,39.963,41.446,1,1,,,,1,,,,,,,,,,,,,,,,,4,48.455,48.455,49.398,1,1,,1,,,,,,,,,,,,,,,,,,,1,28.579,28.579,31.432,1,1,,,,,,,,,,,,,,1,,,,,,,4,43.603,43.603,44.601,1,1,,,1,,,,,,,,,,,,,,,,,,2,67.44,67.44,68.961,1,,43,2,5,,4,9,Scenario 3|Scenario 1|Scenario 4|Scenario 5|Scenario 2|Scenario 6,scenario1|item019|force1|time1,scenario2|item025|force2|time2,scenario3|item052|force3|time3,scenario4|item074|force4|time4,scenario5|item114|force5|time5,scenario6|item123|force6|time6,37.3506012,-94.68190002,-1
