ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_3fUHyhB5uxVfyoV,Default Response Set,Anonymous,,,74.110.58.123,0,1/13/2017 10:12,1/13/2017 10:17,1,1,1,1,,,17,,,,,,,,,,,,,,,,,,45.779,45.779,46.382,1,1,,,,,,,,,,,,15,,,,,,,,,45.552,48.505,49.448,4,1,,,,,,,,,,,,,,,,19,,,,,46.209,48.29,48.645,3,1,17,,,,,,,,,,,,,,,,,,,,37.6,37.6,38.14,1,1,16,,,,,,,,,,,,,,,,,,,,20.996,20.996,21.696,1,1,,,,,,,,,,,15,,,,,,,,,,54.108,54.108,56.495,1,,21,1,6,mixed,4,6,Scenario 3|Scenario 2|Scenario 5|Scenario 1|Scenario 6|Scenario 4,scenario1|item003|time1,scenario2|item040|time2,scenario3|item068|time3,scenario4|item073|time4,scenario5|item097|time5,scenario6|item135|time6,42.97619629,-78.79470062,-1
R_3kkdPrBcu5ox70l,Default Response Set,Anonymous,,,173.81.233.191,0,1/13/2017 10:14,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,15,,,,,,,,,,13.897,14.379,16.623,2,1,,,,,,,,,,,,,,,,,,,16,,4.533,4.923,12.168,2,1,,,,,16,,,,,,,,,,,,,,,,6.669,24.079,24.966,13,1,,,,15,,,,,,,,,,,,,,,,,2.594,18.276,19.278,25,1,,,,,,,17,,,,,,,,,,,,,,10.565,11.863,12.878,2,1,,,,,,16,,,,,,,,,,,,,,,25.048,44.184,45.105,20,,22,2,5,,5,7,Scenario 3|Scenario 1|Scenario 6|Scenario 5|Scenario 4|Scenario 2,scenario1|item015|time1,scenario2|item047|time2,scenario3|item053|time3,scenario4|item076|time4,scenario5|item103|time5,scenario6|item126|time6,37.39100647,-81.04170227,-1
R_x6hYV2Up363OU1j,Default Response Set,Anonymous,,,50.139.148.122,0,1/13/2017 10:13,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,,,,,,,,,,15,12.908,12.908,14.325,1,1,,,,,,,,15,,,,,,,,,,,,,1.23,21.31,22.962,3,1,,,,,,,,,,,15,,,,,,,,,,18.623,18.623,20.049,1,1,,,,,,,,,,,,15,,,,,,,,,1.554,90.826,92.117,13,1,,,,,,,,,,,,,,,,,,15,,,13.445,13.766,14.854,2,1,,,,,,,,,,,,,,,,,,,,15,39.63,40.226,41.356,2,,42,1,5,,4,6,Scenario 4|Scenario 3|Scenario 2|Scenario 6|Scenario 1|Scenario 5,scenario1|item024|time1,scenario2|item032|time2,scenario3|item063|time3,scenario4|item088|time4,scenario5|item118|time5,scenario6|item144|time6,42.11860657,-72.54989624,-1
R_2VEIY4rnK8uqTbZ,Default Response Set,Anonymous,,,174.96.63.187,0,1/13/2017 10:13,1/13/2017 10:17,1,1,1,1,18,,,,,,,,,,,,,,,,,,,,4.793,23.681,24.851,5,1,,,,,,,,,,,,,15,,,,,,,,2.883,34.529,46.71,4,1,,,,15,,,,,,,,,,,,,,,,,1.782,24.645,29.958,5,1,,,18,,,,,,,,,,,,,,,,,,1.552,19.528,29.952,4,1,,,,,,,,,,,,,,,,,,,16,,2.118,30.904,38.459,4,1,16,,,,,,,,,,,,,,,,,,,,5.514,21.986,22.799,6,,29,1,5,,5,5,Scenario 2|Scenario 5|Scenario 3|Scenario 4|Scenario 1|Scenario 6,scenario1|item001|time1,scenario2|item041|time2,scenario3|item052|time3,scenario4|item075|time4,scenario5|item119|time5,scenario6|item121|time6,41.23590088,-80.84069824,-1
R_1gGu1l0Q1hC2BlB,Default Response Set,Anonymous,,,108.46.157.192,0,1/13/2017 10:14,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,15,,,,,,,,,,13.721,13.721,14.361,1,1,,,,,,,,,,,,,,,,,,15,,,27.331,27.331,28.137,1,1,,15,,,,,,,,,,,,,,,,,,,15.219,15.538,16.158,2,1,18,,,,,,,,,,,,,,,,,,,,29.667,30.477,30.982,2,1,,,,,,,,,,,,,16,,,,,,,,24.624,25.368,25.912,2,1,,,,,,,,,,15,,,,,,,,,,,24.284,25.948,26.533,4,,22,1,5,,3,6,Scenario 4|Scenario 6|Scenario 2|Scenario 5|Scenario 3|Scenario 1,scenario1|item015|time1,scenario2|item046|time2,scenario3|item050|time3,scenario4|item073|time4,scenario5|item113|time5,scenario6|item134|time6,40.68260193,-73.46700287,-1
R_10wopvcwVMaozsC,Default Response Set,Anonymous,,,108.27.245.34,0,1/13/2017 10:12,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,,,,,,,,,,15,3.046,26.09,26.948,2,1,,,,,,17,,,,,,,,,,,,,,,6.072,59.931,60.782,2,1,,16,,,,,,,,,,,,,,,,,,,10.896,29.563,30.439,2,1,,,,,,,,,,,,,,,,,,,18,,22.487,22.487,23.321,1,1,,,,,,,,,,,,,,,,,,16,,,68.088,68.088,68.949,1,1,,,,,,,,,,,,,,,,16,,,,,30.861,30.861,31.616,1,,39,2,2,,5,4,Scenario 5|Scenario 2|Scenario 1|Scenario 3|Scenario 6|Scenario 4,scenario1|item024|time1,scenario2|item030|time2,scenario3|item050|time3,scenario4|item095|time4,scenario5|item118|time5,scenario6|item140|time6,40.76539612,-73.81739807,-1
R_2q9Q78pcQroP2m8,Default Response Set,Anonymous,,,76.115.109.208,0,1/13/2017 10:14,1/13/2017 10:17,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,24.252,24.252,25.119,1,1,,,,15,,,,,,,,,,,,,,,,,26.189,26.189,27.803,1,1,15,,,,,,,,,,,,,,,,,,,,31.75,31.75,32.724,1,1,,,,,,,,,16,,,,,,,,,,,,36.622,41.783,42.873,5,1,,,,,,,,16,,,,,,,,,,,,,30.815,31.302,32.481,2,1,,,,,,,16,,,,,,,,,,,,,,31.229,31.229,32.419,1,,30,1,5,,2,9,Scenario 2|Scenario 4|Scenario 1|Scenario 3|Scenario 6|Scenario 5,scenario1|item001|time1,scenario2|item028|time2,scenario3|item049|time3,scenario4|item085|time4,scenario5|item104|time5,scenario6|item127|time6,45.36529541,-122.7579041,-1
R_2Yx4x7V79gBAEW6,Default Response Set,Anonymous,,,66.169.100.212,0,1/13/2017 10:15,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,,,16,,,,,,,,9.227,28.152,29.203,5,1,,,,,,,,,,,,15,,,,,,,,,14.903,18.516,19.292,4,1,,,,,,,,,,,,,15,,,,,,,,16.009,17.161,18.072,2,1,,,,,,,,,,,,,,,,,,,16,,17.991,22.615,24.418,4,1,,,,,,,,,,,,15,,,,,,,,,15.394,15.394,16.658,1,1,,,,,,,,,,,,,,,16,,,,,,15.325,15.761,16.598,2,,34,2,1,,4,8,Scenario 1|Scenario 3|Scenario 4|Scenario 5|Scenario 2|Scenario 6,scenario1|item017|time1,scenario2|item040|time2,scenario3|item065|time3,scenario4|item095|time4,scenario5|item112|time5,scenario6|item139|time6,32.88130188,-97.36219788,-1
R_3nNNfOgi6kEEBMC,Default Response Set,Anonymous,,,68.37.100.171,0,1/13/2017 10:14,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,24.518,25.614,27.44,2,1,,15,,,,,,,,,,,,,,,,,,,26.393,26.393,27.946,1,1,,,,,,,,,,,,,,,,,,,15,,28.375,28.375,29.392,1,1,,,,,,,,,,,,,,,,15,,,,,26.417,26.937,27.867,2,1,,,,,,,,,,,,,,,,,,,,15,25.648,25.648,26.643,1,1,,,,,,,,,,,,,,,,,,,,15,26.649,26.649,28.195,1,,45,1,5,,5,4,Scenario 6|Scenario 1|Scenario 4|Scenario 5|Scenario 3|Scenario 2,scenario1|item019|time1,scenario2|item026|time2,scenario3|item071|time3,scenario4|item092|time4,scenario5|item120|time5,scenario6|item144|time6,42.95359802,-85.6576004,-1
R_31HjQgR6leuojUS,Default Response Set,Anonymous,,,70.121.106.89,0,1/13/2017 10:15,1/13/2017 10:17,1,1,1,1,,,,,,,,,,,,,,,,,,,16,,15.357,15.357,16.457,1,1,,,,,,,,,,,,,,16,,,,,,,15.518,15.518,16.37,1,1,,,,,17,,,,,,,,,,,,,,,,12.143,12.143,12.999,1,1,,,,,,,,,,,,,,,16,,,,,,32.538,32.538,33.328,1,1,,,,,,,,,,,,,,,,,16,,,,24.429,25.689,26.651,2,1,,,,18,,,,,,,,,,,,,,,,,10.98,11.876,12.77,2,,21,2,5,,5,7,Scenario 4|Scenario 6|Scenario 3|Scenario 5|Scenario 1|Scenario 2,scenario1|item023|time1,scenario2|item042|time2,scenario3|item053|time3,scenario4|item091|time4,scenario5|item117|time5,scenario6|item124|time6,30.71299744,-97.94100189,-1
R_2ustF4Mekxzf3zW,Default Response Set,Anonymous,,,76.203.208.100,0,1/13/2017 10:12,1/13/2017 10:18,1,1,1,1,,,,,,,,,15,,,,,,,,,,,,33.151,33.151,35.249,1,1,,,,,,,,,,15,,,,,,,,,,,40.807,40.807,42.678,1,1,,,,,,,,,,,,15,,,,,,,,,35.935,35.935,37.51,1,1,,,,,,,,,,,,,,,,16,,,,,42.762,43.414,44.758,2,1,15,,,,,,,,,,,,,,,,,,,,35.478,35.478,38.049,1,1,,,,,,,,,,,,,,,,,,15,,,35.58,36.357,38.684,3,,27,2,6,Biracial,4,8,Scenario 3|Scenario 4|Scenario 2|Scenario 6|Scenario 1|Scenario 5,scenario1|item013|time1,scenario2|item038|time2,scenario3|item064|time3,scenario4|item092|time4,scenario5|item097|time5,scenario6|item142|time6,32.90829468,-97.42829895,-1
R_1lht1Tjio5kjjZ4,Default Response Set,Anonymous,,,72.83.12.78,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,15.044,15.044,16.034,1,1,,,,,,,,,,,,,15,,,,,,,,15.348,15.348,16.784,1,1,,15,,,,,,,,,,,,,,,,,,,18.865,18.865,20.687,1,1,,,,,,,,16,,,,,,,,,,,,,27.983,30.283,32.878,3,1,,17,,,,,,,,,,,,,,,,,,,25.829,25.829,26.774,1,1,,,,,,,,,,,,,,15,,,,,,,20.402,20.402,22.597,1,,22,2,5,,4,7,Scenario 6|Scenario 3|Scenario 4|Scenario 5|Scenario 1|Scenario 2,scenario1|item019|time1,scenario2|item041|time2,scenario3|item050|time3,scenario4|item080|time4,scenario5|item098|time5,scenario6|item138|time6,38.98410034,-77.38269806,-1
R_5vihxiyjJAPmPw5,Default Response Set,Anonymous,,,76.25.129.168,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,15,,,,,,,,,24.959,24.959,26.216,1,1,,,,,,,,,,,,,,,,,15,,,,35.389,35.389,37.408,1,1,,,,,,,,,,,,,,,,,,,17,,22.298,23.449,28.605,2,1,,,,,,15,,,,,,,,,,,,,,,23.766,23.766,28.107,1,1,,,,,,,,,,,,,,,,,,,,15,32.936,32.936,39.379,1,1,,,,17,,,,,,,,,,,,,,,,,38.212,38.212,44.314,1,,57,2,5,,5,5,Scenario 5|Scenario 6|Scenario 4|Scenario 1|Scenario 2|Scenario 3,scenario1|item016|time1,scenario2|item045|time2,scenario3|item071|time3,scenario4|item078|time4,scenario5|item120|time5,scenario6|item124|time6,39.8710022,-104.7843018,-1
R_x5fte84FNZHLC1z,Default Response Set,Anonymous,,,107.77.72.121,0,1/13/2017 10:13,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,,,,,,,,,17,1.879,1.879,2.952,1,1,,,,,,,,,,,,16,,,,,,,,,1.58,1.58,3.108,1,1,,,,,,,,,,,,,,,,,,,,17,1.323,1.323,4.208,1,1,,,,,,,,17,,,,,,,,,,,,,2.484,2.484,4.346,1,1,,,,,,,,,,16,,,,,,,,,,,243.925,243.925,245.122,1,1,,,,,,,,,,16,,,,,,,,,,,2.134,2.134,3.188,1,,24,1,5,,5,8,Scenario 5|Scenario 3|Scenario 2|Scenario 1|Scenario 4|Scenario 6,scenario1|item024|time1,scenario2|item040|time2,scenario3|item072|time3,scenario4|item080|time4,scenario5|item110|time5,scenario6|item134|time6,29.88130188,-95.45410156,-1
R_3RqiZaYUQzdcavy,Default Response Set,Anonymous,,,208.71.216.253,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,15,,,,,,,,,,,,,,,,33.005,33.005,35.021,1,1,,,,,15,,,,,,,,,,,,,,,,23.878,23.878,24.956,1,1,,,,,,15,,,,,,,,,,,,,,,20.628,20.628,22.236,1,1,,,,,,,,,,,15,,,,,,,,,,19.08,19.08,20.589,1,1,,,,,,,,,,15,,,,,,,,,,,19.018,19.802,20.969,2,1,,,,,,,,,,15,,,,,,,,,,,24.995,24.995,26.085,1,,34,2,5,,2,3,Scenario 2|Scenario 4|Scenario 6|Scenario 1|Scenario 3|Scenario 5,scenario1|item005|time1,scenario2|item029|time2,scenario3|item054|time3,scenario4|item087|time4,scenario5|item110|time5,scenario6|item134|time6,44.97450256,-103.3044968,-1
R_5vdLLJJxVA5cHuN,Default Response Set,Anonymous,,,173.169.124.65,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,15,,,,,,,,,,,,,,29.276,29.276,30.772,1,1,,,,,,,,,,,,,,,,,,15,,,21.482,21.482,22.495,1,1,,,,,,,,,,,,,,,,,,15,,,30.666,30.666,31.839,1,1,,,,,,,,,,,15,,,,,,,,,,19.817,19.817,20.795,1,1,,,,,,,,,,,,,,15,,,,,,,37.173,37.173,39.312,1,1,,,,,,,,,,,,15,,,,,,,,,22.778,23.793,24.231,2,,66,2,5,,3,8,Scenario 3|Scenario 1|Scenario 5|Scenario 6|Scenario 2|Scenario 4,scenario1|item007|time1,scenario2|item046|time2,scenario3|item070|time3,scenario4|item087|time4,scenario5|item114|time5,scenario6|item136|time6,27.93789673,-82.23639679,-1
R_3gNI1G2diFr4DDA,Default Response Set,Anonymous,,,24.59.150.178,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,,,18,,,,,,,26.772,26.772,27.858,1,1,,,,,,,,16,,,,,,,,,,,,,18.344,19.455,24.775,2,1,,,,,,,,,,,,,,,15,,,,,,8.682,32.659,40.454,4,1,,,,,,,,,,15,,,,,,,,,,,18.367,19.87,21.486,2,1,,,,,,,,,15,,,,,,,,,,,,15.638,19.242,23.356,2,1,,,,,,,,,,,17,,,,,,,,,,23.441,25.257,28.16,2,,45,2,5,,6,5,Scenario 3|Scenario 2|Scenario 4|Scenario 1|Scenario 5|Scenario 6,scenario1|item018|time1,scenario2|item032|time2,scenario3|item067|time3,scenario4|item086|time4,scenario5|item109|time5,scenario6|item135|time6,43.04829407,-76.29570007,-1
R_1ob5Mj1p8eIoBNS,Default Response Set,Anonymous,,,73.43.132.117,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,,15,,,,,,,,,,,,,32.751,34.484,37.783,2,1,,,,,,,,,,,,,,,15,,,,,,2.054,28.046,29.458,3,1,,,,,,,,,,,,,,,15,,,,,,5.203,28.819,30.054,4,1,18,,,,,,,,,,,,,,,,,,,,19.33,19.33,20.532,1,1,,,,,,,,,,,,15,,,,,,,,,35.889,37.488,39.394,2,1,,,,,16,,,,,,,,,,,,,,,,4.59,29.864,32.447,3,,40,1,5,,2,5,Scenario 5|Scenario 2|Scenario 6|Scenario 3|Scenario 1|Scenario 4,scenario1|item008|time1,scenario2|item043|time2,scenario3|item067|time3,scenario4|item073|time4,scenario5|item112|time5,scenario6|item125|time6,33.80419922,-83.88929749,-1
R_30oulR2nOSPKnre,Default Response Set,Anonymous,,,209.105.186.27,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,16,,,,,,,,,,,,,,27.471,28.182,28.798,2,1,,,,,,,,,15,,,,,,,,,,,,35.839,35.839,37.207,1,1,,,,,,,,,,,,,,,,,,16,,,35.534,36.605,36.993,2,1,,,,,,,,,,,15,,,,,,,,,,24.068,24.068,25.28,1,1,,,,,,,,,,,15,,,,,,,,,,30.074,30.074,30.972,1,1,,,,,,,,,,,,,,,,,16,,,,16.536,16.536,17.906,1,,24,3,5,,3,9,Scenario 2|Scenario 4|Scenario 5|Scenario 3|Scenario 1|Scenario 6,scenario1|item007|time1,scenario2|item037|time2,scenario3|item070|time3,scenario4|item087|time4,scenario5|item111|time5,scenario6|item141|time6,41.52049255,-80.80079651,-1
R_2qF1iQ219AKEhi9,Default Response Set,Anonymous,,,198.199.190.140,0,1/13/2017 10:13,1/13/2017 10:18,1,1,1,1,,,,16,,,,,,,,,,,,,,,,,28.583,44.046,44.838,2,1,,,,,,,,,,,,,16,,,,,,,,17.817,17.817,19.076,1,1,,,,,16,,,,,,,,,,,,,,,,25.664,52.826,53.997,2,1,,,,,,,,,,,,,,,,,,17,,,32.799,32.799,33.453,1,1,,,,,,,,,,,,15,,,,,,,,,36.934,36.934,37.759,1,1,,,,,,,,,16,,,,,,,,,,,,5.585,5.585,6.418,1,,28,1,5,,5,4,Scenario 5|Scenario 4|Scenario 3|Scenario 6|Scenario 1|Scenario 2,scenario1|item004|time1,scenario2|item041|time2,scenario3|item053|time3,scenario4|item094|time4,scenario5|item112|time5,scenario6|item133|time6,39.79449463,-94.80419922,-1
R_2Bi0MPr768uUbhn,Default Response Set,Anonymous,,,208.191.157.147,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,,,,,15,,,,,,,,,,,,18.28,18.28,19.338,1,1,,,,,,,17,,,,,,,,,,,,,,19.345,19.345,20.349,1,1,,,,16,,,,,,,,,,,,,,,,,33.4,33.4,39.65,1,1,,,,,,,,,,,,,,,17,,,,,,24.11,24.11,24.809,1,1,15,,,,,,,,,,,,,,,,,,,,17.743,17.743,18.722,1,1,16,,,,,,,,,,,,,,,,,,,,48.501,48.501,49.719,1,,52,2,5,,6,6,Scenario 6|Scenario 3|Scenario 1|Scenario 5|Scenario 2|Scenario 4,scenario1|item013|time1,scenario2|item031|time2,scenario3|item052|time3,scenario4|item091|time4,scenario5|item097|time5,scenario6|item121|time6,30.29660034,-97.76629639,-1
R_27O7r8oHBXBmuPa,Default Response Set,Anonymous,,,67.209.196.107,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,,,,,,15,,,,,,,,,,,17.67,19.498,20.04,2,1,,,,,,,,,,,,,,,,,,,15,,15.782,15.782,17.143,1,1,,,,,,,15,,,,,,,,,,,,,,17.257,17.257,18.484,1,1,,,,,,,,,,,,,,16,,,,,,,21.848,21.848,26.281,1,1,,,,,15,,,,,,,,,,,,,,,,21.441,21.441,23.515,1,1,,,,,,,,,,,,,,,,15,,,,,21.088,21.088,21.954,1,,36,2,2,,4,5,Scenario 4|Scenario 1|Scenario 6|Scenario 2|Scenario 5|Scenario 3,scenario1|item014|time1,scenario2|item047|time2,scenario3|item055|time3,scenario4|item090|time4,scenario5|item101|time5,scenario6|item140|time6,33.23710632,-104.3753967,-1
R_1jpS66tScqi9D2j,Default Response Set,Anonymous,,,104.7.71.134,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,,15,,,,,,,,12.248,12.248,13.746,1,1,,,,,,,,,,,,,,,,,,,15,,46.876,46.876,52.688,1,1,,,15,,,,,,,,,,,,,,,,,,36.845,37.272,37.829,2,1,,,,,,,,,15,,,,,,,,,,,,10.667,12.57,14.111,2,1,15,,,,,,,,,,,,,,,,,,,,38.585,38.585,40.908,1,1,,15,,,,,,,,,,,,,,,,,,,25.862,27.849,29.571,3,,26,1,3,,4,8,Scenario 2|Scenario 3|Scenario 6|Scenario 5|Scenario 1|Scenario 4,scenario1|item017|time1,scenario2|item047|time2,scenario3|item051|time3,scenario4|item085|time4,scenario5|item097|time5,scenario6|item122|time6,38.10409546,-122.2565994,-1
R_25Z9t0BtyFCfxzC,Default Response Set,Anonymous,,,98.214.27.207,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,22,,,,,,,,,,,,,,,,,,,25.238,25.238,26.431,1,1,,,,16,,,,,,,,,,,,,,,,,35.304,35.304,36.604,1,1,,,,,,16,,,,,,,,,,,,,,,31.1,31.1,32.543,1,1,,,,,,15,,,,,,,,,,,,,,,23.337,23.337,24.947,1,1,,,15,,,,,,,,,,,,,,,,,,24.432,25.087,26.525,2,1,,,,,,,,,,,,,,,,,,,15,,34.909,34.909,39.238,1,,43,2,5,,5,5,Scenario 3|Scenario 2|Scenario 6|Scenario 1|Scenario 5|Scenario 4,scenario1|item002|time1,scenario2|item028|time2,scenario3|item054|time3,scenario4|item078|time4,scenario5|item099|time5,scenario6|item143|time6,42.32380676,-89.62180328,-1
R_1OiDmrYCvXgQE6V,Default Response Set,Anonymous,,,74.219.7.18,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,,,,,,15,,,,21.08,21.08,21.859,1,1,,,,15,,,,,,,,,,,,,,,,,10.926,10.926,11.626,1,1,,,,,16,,,,,,,,,,,,,,,,14.585,14.585,15.296,1,1,,,,,,,,,,,,15,,,,,,,,,135.197,135.197,136.03,1,1,,,,,,,,,,,,15,,,,,,,,,11.924,12.221,12.872,2,1,15,,,,,,,,,,,,,,,,,,,,11.212,11.212,12.236,1,,36,2,5,,5,6,Scenario 1|Scenario 4|Scenario 5|Scenario 6|Scenario 3|Scenario 2,scenario1|item021|time1,scenario2|item028|time2,scenario3|item053|time3,scenario4|item088|time4,scenario5|item112|time5,scenario6|item121|time6,35.97669983,-78.55439758,-1
R_8cVxkvovCPyXddf,Default Response Set,Anonymous,,,208.125.227.107,0,1/13/2017 10:15,1/13/2017 10:18,1,1,1,1,,,,,16,,,,,,,,,,,,,,,,23.996,23.996,24.727,1,1,,,,,,,,,,,,,,,,,16,,,,32.798,32.798,33.441,1,1,,,,,,,,,,,,,,,,18,,,,,24.194,24.194,24.806,1,1,,,,,,,,,,,,,,,,18,,,,,34.335,34.335,35.644,1,1,,,,18,,,,,,,,,,,,,,,,,23.885,23.885,24.819,1,1,,,,,,,,,,,,,18,,,,,,,,22.233,22.595,23.224,2,,27,1,5,,5,5,Scenario 4|Scenario 2|Scenario 5|Scenario 3|Scenario 1|Scenario 6,scenario1|item005|time1,scenario2|item045|time2,scenario3|item068|time3,scenario4|item092|time4,scenario5|item100|time5,scenario6|item137|time6,42.93940735,-78.84380341,-1
R_3fDk93uh4EHhKh3,Default Response Set,Anonymous,,,24.158.191.7,0,1/13/2017 10:16,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,15,,,,,,,,,14.129,14.129,15.282,1,1,,,,15,,,,,,,,,,,,,,,,,16.06,16.06,16.713,1,1,,15,,,,,,,,,,,,,,,,,,,13.573,13.573,15.625,1,1,,,,,15,,,,,,,,,,,,,,,,10.7,10.7,12.3,1,1,,,,,,15,,,,,,,,,,,,,,,18.955,20.115,24.647,3,1,,,,,,,15,,,,,,,,,,,,,,15.612,15.612,16.712,1,,31,2,5,,5,5,Scenario 5|Scenario 2|Scenario 1|Scenario 6|Scenario 3|Scenario 4,scenario1|item016|time1,scenario2|item028|time2,scenario3|item050|time3,scenario4|item077|time4,scenario5|item102|time5,scenario6|item127|time6,34.8914032,-85.12069702,-1
R_1OHwjDtDR1aN0je,Default Response Set,Anonymous,,,50.46.141.197,0,1/13/2017 10:14,1/13/2017 10:18,1,1,1,1,,,,,,,,,,,,15,,,,,,,,,13.522,14.486,15.767,2,1,,,,,15,,,,,,,,,,,,,,,,102.199,102.821,103.883,2,1,,,,,,,,,,,,,15,,,,,,,,75.213,75.969,76.825,2,1,,,,,,,,,,15,,,,,,,,,,,12.674,12.674,13.818,1,1,,,,,,,,,,,,,,,,,15,,,,1.998,4.76,9.823,2,1,,,,,,,,,,,,,,15,,,,,,,3.658,10.976,15.502,2,,35,1,5,,5,6,Scenario 1|Scenario 3|Scenario 4|Scenario 2|Scenario 6|Scenario 5,scenario1|item016|time1,scenario2|item029|time2,scenario3|item065|time3,scenario4|item086|time4,scenario5|item117|time5,scenario6|item138|time6,47.82090759,-122.3151016,-1
R_2OUdQqLZBEDgHUF,Default Response Set,Anonymous,,,32.210.170.98,0,1/13/2017 10:16,1/13/2017 10:19,1,1,1,1,,,,,,,,16,,,,,,,,,,,,,12.36,13.42,14.652,2,1,,,,,16,,,,,,,,,,,,,,,,17.454,18.884,19.133,3,1,,,,,,,,,,,,16,,,,,,,,,12.943,15.925,16.741,3,1,,,,,,,,,,,,15,,,,,,,,,8.061,24.488,25.705,4,1,,,,,,,,,,,,,,17,,,,,,,5.219,53.075,55.232,20,1,,,17,,,,,,,,,,,,,,,,,,7.027,7.027,9.785,1,,30,1,5,,5,5,Scenario 4|Scenario 3|Scenario 5|Scenario 2|Scenario 6|Scenario 1,scenario1|item008|time1,scenario2|item029|time2,scenario3|item064|time3,scenario4|item088|time4,scenario5|item114|time5,scenario6|item123|time6,41.54969788,-72.65309906,-1
R_5yVC19bOt38f1qp,Default Response Set,Anonymous,,,128.95.11.154,0,1/13/2017 10:13,1/13/2017 10:19,1,1,1,1,,,,,,,,,,,,,,,,,16,,,,30.866,30.866,32.154,1,1,,,,,,,16,,,,,,,,,,,,,,34.173,34.173,35.006,1,1,,,,,,,,,,,,,,,,,,,,16,36.204,36.204,37.476,1,1,,,,,,,,,,,,,,17,,,,,,,33.632,33.632,34.592,1,1,,,,,,,,,,,,,,,,16,,,,,61.366,61.366,62.646,1,1,16,,,,,,,,,,,,,,,,,,,,38.307,38.307,39.428,1,,57,2,5,,5,6,Scenario 5|Scenario 6|Scenario 2|Scenario 1|Scenario 3|Scenario 4,scenario1|item021|time1,scenario2|item031|time2,scenario3|item072|time3,scenario4|item090|time4,scenario5|item116|time5,scenario6|item121|time6,47.73959351,-122.3426056,-1
R_2QLZWD8mCnUEnea,Default Response Set,Anonymous,,,73.56.44.77,0,1/13/2017 10:15,1/13/2017 10:19,1,1,1,1,,,15,,,,,,,,,,,,,,,,,,36.589,40.324,42.141,7,1,,,,,,15,,,,,,,,,,,,,,,27.452,29.044,30.767,2,1,,,,,,,,,15,,,,,,,,,,,,29.549,29.549,31.058,1,1,,,,,,,,,,,,,,,,,15,,,,34.86,34.86,36.601,1,1,,,,15,,,,,,,,,,,,,,,,,6.43,6.43,38.493,1,1,,,,,,15,,,,,,,,,,,,,,,27.766,27.766,29.542,1,,47,2,5,,2,6,Scenario 1|Scenario 4|Scenario 3|Scenario 2|Scenario 6|Scenario 5,scenario1|item003|time1,scenario2|item030|time2,scenario3|item061|time3,scenario4|item093|time4,scenario5|item100|time5,scenario6|item126|time6,26.21200562,-80.26689911,-1
