"","id","context","text","group"
"447",47,5,"Tell the teacher what happened and ask if you can call your mom to bring the assignment in or ask if I can turn it in tomorrow.",1
"448",48,5,"Turn nothing in who cares?",5
"449",49,5,"explain to teacher",1
"450",50,5,"I would explain the situation to the teacher and ask to call my mother to bring the homework to my school",2
"451",51,5,"Call mom once I get to school and see if she can deliver it.",2
"452",52,5,"Explain to the teacher what happened and hope she is understanding.",1
"453",53,5,"I would ask the teacher if I could call my parents to bring my homework to school so that I could pass it in.  Or else ask if I could bring in a note the next day from my parents.",2
"454",54,5,"Tell the teacher what happened",1
"455",55,5,"Call my mom and see if she can bring it to the school before the day ends.",2
"456",56,5,"I will go back home to try to look for it or ask for a retake",8
"457",57,5,"Explain to the teacher that I did the assignment but left it at home. I would ask if my mom could send a screen shot of it to me. ",1
"458",58,5,"I would probably cry, and then tell my teacher what happened or go to the office and ask to call her and talk to my teacher. ",10
"459",59,5,"I would explain my teacher what happened and I would reach out to my mother.",2
"460",60,5,"Explain what happened to my teacher. ",1
"461",61,5,"I would tell my teacher the situation and ask if I can go to the office to call my mom to bring it.",1
"462",62,5,"I would explain to my teacher what happened.",1
"463",63,5,"Let the teacher know what happened ",1
"464",64,5,"The credit is high  and good.,",-99
"465",65,5,"I'd explain to the teacher and have her call home to confirm this and get the assignment turned in.",0
"466",66,5,"I would tell my teacher to call my mom and ask her to bring in the homework",0
"467",67,5,"Try to see if she can bring it to school.",2
"468",68,5,"I would tell the teacher what happened And just hope for the best. ",1
"469",69,5,"I would tell the teacher about this, and to fully confirm it have them email my mom to check for my story.",1
"470",70,5,"Call Mom",2
"471",71,5,"Go to the office and ask to call my mother and have her bring the assignment.",2
"472",72,5,"no decide",-99
"473",73,5,"I would let the teach know what happened and have the school call my mother and bring the assignment to school.",0
"474",74,5,"go to the school",0
"475",75,5,"I would tell my teacher I did my homework but mom forgot to put it back in my back when she was packing my bookbag and tell teacher she can call mom to confirm it was done on time, or ask the teacher for another worksheet and tell her I'd fill it out again in time for class.",1
"476",76,5,"I would talk to my teacher about my situation and have my mom confirm. I'd also take photo evidence and send it to my teacher asap as proof.",0
"477",77,5,"I would simply tell the teacher the truth, that I do not have my assignment because my mother took it out of my bag.",1
"478",78,5,"Tell my teacher to call my mom",0
"479",79,5,"I would explain the situation to my teacher and tell my teacher if they didn't believe me to contact my mother.",1
"480",80,5,"I would tell the teacher and have him/her call my mom to verify.",1
"481",81,5,"I hurry up and go to the office and ask them if I can use their phone to call my mom to bring my homework assignment so I don't get a bad grade.",2
"482",82,5,"I would try to explain the situation to my teacher and turn my assignment in the next day.",9
"483",83,5,"I would explain to the teacher exactly what had happened. As an elementary student I may not realize that I am responsible for looking in my backpack before school and I may not ask the teacher for an extension.",1
"484",84,5,"Unsure what to do",-99
"485",85,5,"I would explain to the teacher and ask to call my mom to deliver it.",2
"486",86,5,"next time I am first say my mom",-99
"487",87,5,"tell the teacher the situation ",1
"488",88,5,"Tell the teacher what has happened and offer to call mom to bring it in.",1
"489",89,5,"I was punished",-99
"490",90,5,"I would tell the teacher the truth.",1
"491",91,5,"Explain what happened to my teacher and offer to call home to see if my mom could bring it to me.",1
"492",92,5,"Make something up to pass as a homework assignment ",3
"493",93,5,"Let the teacher know what happened and tell her my mom will corroborate the story",1
"494",94,5,"Request to phone my mother to drop off the assignment to school.",2
"495",95,5,"I will call my Mum and ask her to send it over",2
"496",96,5,"let the teacher know and call your mom to bring it up to school",2
"497",97,5,"Try to call my mom.  Explain to the teacher what happened.",2
"498",98,5,"Tell the teacher the truth and ask if your mom can bring it in, the assignment.",1
"499",99,5,"Let the teacher know to see if it can be turned in late otherwise call mom!",9
"500",100,5,"Ask to call your mom for an emergency.",2
"501",1,6,"Stop and make shelter",4
"502",2,6,"I decide to stay put until the search team comes. I will do everything I can to stay warm and hydrated until then.",4
"503",3,6,"Start a fire and build some shelter.",1
"504",4,6,"wait it out",0
"505",5,6,"Ration the food and water, look for wild food and water sources, and huddle together in a small makeshift shelter to keep warm.",12
"506",6,6,"I would try to find leaves and ground to cover myself in to stay warm and make signs for rescuers to follow with twigs, leaves and branches.",4
"507",7,6,"Try to build a fire and light any flares we may have.",9
"508",8,6,"find shelter to warm up to help conserve energy",1
"509",9,6,"I would create a signal fire.",9
"510",10,6,"I would decide to try and make a fire and make some smoke and try to get warm.",9
"511",11,6,"Try to make shelter and wait.",4
"512",12,6,"stay in one spot, build a fire and wait for rescue",4
"513",13,6,"Find a clearing and light a fire away from the trees.",9
"514",14,6,"try to find shelter in a cave to hunker down in",0
"515",15,6,"Pool resources and ration food. Start a fire and wait for rescuers",12
"516",16,6,"I would hide the food and water somewhere so that I can eat and drink them later",0
"517",17,6,"use the position of the sun to find my way back",7
"518",18,6,"Try to make a shelter and fire to help alert someone. Try and find some water if possible.",9
"519",19,6,"Light a smokey campfire to attract help. Find a flowing body of water (stream, river) and follow it and use it for drinking water. Try to find shelter.",9
"520",20,6,"I would try to make a fire and stay in one place so it would be easier for the rescue team to find me.",9
"521",21,6,"I have try to rescue for this place",-99
"522",22,6,"Stay put and try to stay warm the best way I could. Going further may prolong the rescue.",4
"523",23,6,"I find water immediately, secure shelter, build fire.",14
"524",24,6,"stay still and make a base camp",4
"525",25,6,"Stay in place and build a fire, the bigger the better to attract attention and drink melted snow when the water runs out.",9
"526",26,6,"Build a big fire somehow.",1
"527",27,6,"I would try to stay find the warmest spot close by and set up a camp there.",4
"528",28,6,"try to use my cell to call for help",2
"529",29,6,"stay as warm as possible",0
"530",30,6,"Tap into the survivalist in me and live off the land until help arrives.",6
"531",31,6,"Try to scavenge for food",6
"532",32,6,"wait for help",4
"533",33,6,"Wait it out",4
"534",34,6,"make a fire",1
"535",35,6,"Stay in one place and find shelter.",4
"536",36,6,"Find and/or build shelter and fire.",1
"537",37,6,"start a fire and hunt",1
"538",38,6,"I would stay put, since I know that is usually the best idea, and would do my best to build some kind of shelter",4
"539",39,6,"get to a high point, figure out location from there, work way back.",7
"540",40,6,"I would find a way out of the wilderness using my survival skills.",7
"541",41,6,"Find a way to make shelter and hold out until help arrives",4
"542",42,6,"find some water and leaves,  sleep with leaves and stay close to the water.",0
"543",43,6,"ration food and water to each of us",12
"544",44,6,"Try to find shelter",0
"545",45,6,"Ration the food and water and try to build a shelter",12
"546",46,6,"I would just be freaking out",0
"547",47,6,"Find the best possible place to stay, and don't move from that area.",4
"548",48,6,"Check which direction the moss on the trees is facing, as it usually faces north.",7
"549",49,6,"call for rescue",2
"550",50,6,"Find the warmest place possible, ration food and try to build some sign to get noticed.",12
"551",51,6,"If it's early in the day-trying to head in one direction to find a road. If it's late, try to make a shelter as best we can and start the next morning.",0
"552",52,6,"I would stay put and let the rescue crew find me.",4
"553",53,6,"I would start by making a structure for warmth, then a fire, and then start some basic hunting and gathering to get food.  If its cold, there must be snow or some other type of water source to get water.",4
"554",54,6,"Stay put, make shelter and try to find water",4
"555",55,6,"Try to stay close to where I am so I don't go further into the wilderness.  Take any extra clothes and socks we may have and use them to keep warm.",4
"556",56,6,"Try call for help",2
"557",57,6,"Use the energy I have now to collect fire wood and scout the area for edibles. Build a make shift camp and stay in place. ",1
"558",58,6,"Get to a clearing that is viable from up top, light a fire to send a signal, do anything i can think of to stay warm.",9
"559",59,6,"I would hold on until the rescue crew shows up, strictly rationing supplies.  ",12
"560",60,6,"Try and stay calm, do not venture too far from the spot to avoid getting even more lost. Try to limit food and water consumption as much as possible. See if there is a water source nearby and try and find shelter to stay warm.",4
"561",61,6,"I would have us stay in one spot and try to keep each other warm.",4
"562",62,6,"Try to draw attention to yourself so the rescue crew can find you.",9
"563",63,6,"Try to signal the rescue crew",9
"564",64,6,"The water take in few times.",-99
"565",65,6,"I'd construct a temporary shelter and make smoke signals",9
"566",66,6,"huddle together for warmth and try to find any animals for food",6
"567",67,6,"Take stock of supplies, asses how long they will last for, and see what methods you have to signal rescue parties",0
"568",68,6,"I would start to make a space where I can attempt to get away from the elements first, like a lean - to. Then I'd attempt to make a fire to stay warm and for signaling help. I would try to ration my food to the extreme, and wait for a search crew m",0
"569",69,6,"Focus on building something for us to reside in and build a fire to retain our heat, and then look for methods to acquire water.",4
"570",70,6,"Stay put and huddle together",4
"571",71,6,"All of us head in a straight line to the direction we think is the best guess.",7
"572",72,6,"no decide ",-99
"573",73,6,"Stay where we are, create as much shelter as possible and wait for rescue.",4
"574",74,6,"First I stay clam and cool. Any help way to try it. ",4
"575",75,6,"There isn't much one can do, other than do the very best they can to survive. I would try to keep everyone calm to prevent panic. I would start a fire. If we are days into a trip, we have a tent and overnight gear. We will have to eat less and wait for help. ",4
"576",76,6,"I would try to secure shelter and find a water source while waiting for the rescue crew. It would at least prolong my survival.",14
"577",77,6,"Again we would have to ration food and water, and work as a team. We must build adequate shelter and huddle for warmth while we wait for rescue.",12
"578",78,6,"Call for help ",2
"579",79,6,"I would attempt to call emergency services and I would hunker down somewhere because continuing to walk around lost id just going to cause us to consume more energy and resources ",2
"580",80,6,"Conserve food, water.  Take any emergency measures.  Pray.",12
"581",81,6,"I would make a fire and try to conserve energy plus keep everyone warm too!",1
"582",82,6,"I would try to find a source of water and wait for rescue.",14
"583",83,6,"I guess I would try to huddle up with the friend for warmth and wait out the rescue crew.",4
"584",84,6,"stop and help",0
"585",85,6,"I would stay in one spot and wait to be rescued.",4
"586",86,6,"I complete my way",-99
"587",87,6,"try to rationalize the food",12
"588",88,6,"Bundle up with friends to split food and share warmth. Try to find a decent location to camp it out at.",4
"589",89,6,"I had a self confidence and I try to find another way",7
"590",90,6,"I would stay put and wait for rescue, and I would try to keep a fire burning.",4
"591",91,6,"I would gather wood and make emergency shelter with tree branches.",4
"592",92,6,"Try and light a flare.",9
"593",93,6,"Stay put and ty to stay warm waiting for the rescue team",4
"594",94,6,"Find shelter and stay put for as long as possible ",4
"595",95,6,"I would call the other crew",2
"596",96,6,"call 911",2
"597",97,6,"Try to search for food/water and get to a point where the rescue crew could find us quickly",6
"598",98,6,"Use everything you have to try to signal your location for the inevitable search parties.",9
"599",99,6,"Look for nearest shelter and leave an obvious trail.",0
"600",100,6,"review maps and decipher the correct location",7
"601",1,7,"Say ""sorry Ted""",1
"602",2,7,"I would sell my ticket so my friend wouldn't have to miss out on the concert alone.",0
"603",3,7,"Give Ted my ticket ",4
"604",4,7,"try to sneak in",6
"605",5,7,"Hangout somewhere else with Ted.",2
"606",6,7,"I would ask if there were any more tickets available.",5
"607",7,7,"Look for people selling tickets outside the concert or try to find one online.",5
"608",8,7,"tell ted to run",0
"609",9,7,"Offer to loan money to Ted to buy another ticket and then ask why he doesn't have a ticket on his cell phone in 2021. Seriously.",5
"610",10,7,"I would likely go with him home and miss the concert. Then have him pay for the next one we go to.",0
"611",11,7,"Give him my ticket and go get his.",0
"612",12,7,"look for a ticket scalper and pay for a ticket for my friend",5
"613",13,7,"Let him go back and get his ticket. We will see him at our seats.",1
"614",14,7,"Try to figure out how to get him in without a ticket",0
"615",15,7,"Check with the venue to see if they have any way of finding the ticket in their system",7
"616",16,7,"I would suggest we do something else, like go to a bar instead.",2
"617",17,7,"buy a new ticked online or at the front",5
"618",18,7,"Try and buy another ticket at the show",5
"619",19,7,"I would advise Ted to see if he can purchase another ticket from a scalper.",5
"620",20,7,"I would offer to pay for another ticket if he didn't have the money. ",5
"621",21,7,"I have purchase for another some ticket",5
"622",22,7,"The price of tickets are expensive, so buying another one would be pointless. I would offer to take Ted back and would miss some of the concert with them.",3
"623",23,7,"We buy him a ticket",5
"624",24,7,"look for a scalper",5
"625",25,7,"Maybe Ted could call someone from home to bring him the ticket and we could meet at a point halfway, so Ted would still see most of the concert.",11
"626",26,7,"Ask around for a ticket if not too expensive.",5
"627",27,7,"I would ask everyone to pool some money together to get a new ticket for him.",5
"628",28,7,"not go in without him",0
"629",29,7,"pitch in to buy him a ticket",5
"630",30,7,"Explain the situation to a sympathetic guard and get Ted in.",7
"631",31,7,"Try to get another ticket",5
"632",32,7,"continue to the concert",1
"633",33,7,"buy another ticket",5
"634",34,7,"Go without him",1
"635",35,7,"See if you can buy a new ticket.",5
"636",36,7,"Go with Ted to get his ticket.",3
"637",37,7,"sorry ted...",1
"638",38,7,"It would be silly for all of us to miss the concert and waste our money, so I would tell tell to hurry back and get it, or else look around for a scalper",0
"639",39,7,"Offer my ticket.",4
"640",40,7,"I would attend the concert without Ted.",1
"641",41,7,"Buy another ticket at the box office ",5
"642",42,7,"go home with ted and come back with his ticket.",3
"643",43,7,"leave with Ted to go get his ticket then go back together",3
"644",44,7,"Drive him home quickly to get it",3
"645",45,7,"Buy Ted another ticket and have him reimburse me later",5
"646",46,7,"ask if someone is home so they can bring it to him",11
"647",47,7,"See if we can find a ticket scalper and pitch in to help Ted buy a new ticket",5
"648",48,7,"Have someone bring it to him if possible",11
"649",49,7,"see if ticket window has any records",0
"650",50,7,"If it's not too expensive, buy an additional ticket and offer to pay for part of it so you can both attend",5
"651",51,7,"Give him my ticket and wait outside.",4
"652",52,7,"I would offer to loan him money for a new ticket",5
"653",53,7,"Buy Ted a ticket in a random section and then figure out a way to sneak him in to the seats that we have.",0
"654",54,7,"See if the ticket office could look up his ticket. If not, I would go to the concert",7
"655",55,7,"Go and watch the concert and let him go home and get the ticket.",1
"656",56,7,"Try buy another ticket at the door",5
"657",57,7,"I would go to the concert and record it for Ted so he can watch it if he doesn't make it back in time. ",1
"658",58,7,"I would feel bad for Ted but would still go in, maybe help buy a replacement ticket if available. ",5
"659",59,7,"I would try to buy a new ticket for him.",5
"660",60,7,"See if Ted can buy a ticket at the door. If not then see if someone can bring the ticket to the venue so that Ted can at least catch some of the concert. ",5
"661",61,7,"I would pitch the idea that we all chip in to buy another ticket for him there.",5
"662",62,7,"Buy his ticket for him.",5
"663",63,7,"Nothing",0
"664",64,7,"The like and ted on the returns,",-99
"665",65,7,"I'd ask Ted if he wants me to go back with him to his house and if we miss the concert then oh well we can go do something else",3
"666",66,7,"I would suggest he try to find an extra online",0
"667",67,7,"Go to the concert without Ted",1
"668",68,7,"I'd tell Ted he can take my car back to the house to get his ticket but that I am already angry about the situation and don't want to miss the show. ",14
"669",69,7,"If this was the case, I would see if we can show the entrance staff he bought the ticket with his receipt online and showcase that, otherwise I would be willing to give up my ticket to him.",7
"670",70,7,"Go into the concert while he goes to get his ticket.",1
"671",71,7,"See if another ticket is available at the box office. If not, sorry Ted, I'm going in.",5
"672",72,7," friend Ted realizes he forgot his ticket at his house",-99
"673",73,7,"Ask Ted if there is someone he can call to bring the ticket and then offer to miss the concert with him",11
"674",74,7,"call and stop it",-99
"675",75,7,"I would return with him for his ticket and we would see what we could of the concert together. If that were not an option, I would sell my ticket to someone outside of the theater and take the loss. I would not want to go alone, without my friend. That would be unkind to my friend and not very much fun for me either.",3
"676",76,7,"I would give my friend my ticket and tell him he owes me one.",4
"677",77,7,"I would say that Ted should go back and get his ticket, he forgot it and I do not see them letting him into to concert without it.",1
"678",78,7,"Help Him buy another ticket",5
"679",79,7,"I would give Ted my ticket and I would skip out.",4
"680",80,7,"If tickets are available, have Ted and/or friends purchase another ticket.  Other than that, that is Ted's problem.",5
"681",81,7,"I would throw him the keys and tell him to go get his ticket and get back to the concert I will save you a spot man!",1
"682",82,7,"I would wait for my friend to retrieve the ticket himself or have someone bring the ticket to him.",0
"683",83,7,"I would tell Ted to drop us at the concert and go get his ticket, this is why you ensure you have these things before leaving your house.",1
"684",84,7,"get the ticket",3
"685",85,7,"I would buy him another ticket.",5
"686",86,7,"Don't forgot the ticket at any time",-99
"687",87,7,"try to sneak ted in ",6
"688",88,7,"It was his responsibility and I have my ticket. So I would proceed to go in.",1
"689",89,7,"I buy another tickets",5
"690",90,7,"II would go in the concert and hope Ted doesn't miss too much of it.",1
"691",91,7,"Offer to buy Ted a ticket if I had the money.",5
"692",92,7,"return and get the ticket. ",3
"693",93,7,"Try to find a scalper close by and go to the concert with or without him",5
"694",94,7,"Give him my ticket.",4
"695",95,7,"Pay for another ticket",5
"696",96,7,"Let him go get it and I stay there",1
"697",97,7,"See if there were any tickets available and buy him one but have him reimburse me",5
"698",98,7,"Skip the concert, go out to eat with Ted.",2
"699",99,7,"Tell Ted I will video the concert and he should really hurry to get his ticket.",0
"700",100,7,"Ted has to go get his ticket, or call home to see if someone can bring it.",0
"701",1,8,"ignore",4
"702",2,8,"I would get the families attention while stopping the teenager.",8
"703",3,8,"Walk over and ask if they are with the family, if yes, then I would ask that we walk down to make sure.",2
"704",4,8,"alert the authorities",11
"705",5,8,"Ignore them.",4
"706",6,8,"I would ask the teenager if his parents were around.",2
"707",7,8,"Mind my business unless I was 100% positive he was not a member of the family.",0
"708",8,8,"I would say hello to them and see how they react",2
"709",9,8,"I would yell at the teenager and ask Loudly, ""Are you supposed to be going through that bag?""",3
"710",10,8,"I would just carefully watch and be ready to act if I needed to. Also taking care of what judgment I would make. ",6
"711",11,8,"I would do nothing.",4
"712",12,8,"ask the teenager what he's doing, possibly yell so the family looks over",0
"713",13,8,"Say ""Hi, are you part of the group?""",2
"714",14,8,"go get the people and let them know",1
"715",15,8,"Keep an eye on him",6
"716",16,8,"I would not do anything.",4
"717",17,8,"mind my business",4
"718",18,8,"confront him in a friendly manner and figure out his motive",2
"719",19,8,"I would keep an eye on the teen and inform the family when they return from the water.",0
"720",20,8,"I would wait to see what the teenager does and if it looks like he is stealing I would call out to him. ",6
"721",21,8,"I have carefully watched him.",6
"722",22,8,"Go to one of the parents and explain that I wasn't sure if the teen was a part of their party that I didn't recall seeing them together. I would definitely bring it to their attention.",1
"723",23,8,"""I didn't see you with that family earlier. Are those your things? If gthey're not you better get somewhere else before I stand up!""",2
"724",24,8,"i'd ask him what he was doing",2
"725",25,8,"I'd nonchalantly go over to the family and bring this to their attention, quickly before he takes anything and gets away.",1
"726",26,8,"Just make mental notes and keep an eye on him.",12
"727",27,8,"I would say something to them and see what their reaction is.",2
"728",28,8,"tell them",1
"729",29,8,"ask if he is with them",2
"730",30,8,"I ask him what is he doing and alert the family to his presence. If he doesn't know them, it's time for some sweet chin music.",0
"731",31,8,"Nothing",4
"732",32,8,"ask the teen what they are doing",2
"733",33,8,"Nothing",4
"734",34,8,"talk to the mom, get her attention",1
"735",35,8,"Go tell the family that someone is in their things.",1
"736",36,8,"Start a conversation with the person.",2
"737",37,8,"aske her her business",2
"738",38,8,"I would bring it up with the people around me and get their judgments",15
"739",39,8,"nothing",4
"740",40,8,"I would have to ignore the teen, because there is no crime being committed.",4
"741",41,8,"I would ignore the situation",4
"742",42,8,"Ask him or go to water and ask the family",2
"743",43,8,"I'd say loudly is that your belongings?",2
"744",44,8,"Approach him and ask why",2
"745",45,8,"Keep an eye on the teenager just to make sure what it is going on; I'm not going to confront somebody who may indeed be part of the family",6
"746",46,8,"i dont get involved ",4
"747",47,8,"I may try to secretly get a photo of them in case it's needed for evidence later, but otherwise do nothing.",9
"748",48,8,"Approach and ask.",2
"749",49,8,"go up and queitly ask them",2
"750",50,8,"Ask the teenager if those are his belongings or suggest he move along.",2
"751",51,8,"""Hey. I don't think you're a part of that clan!""",3
"752",52,8,"I would do nothing.",4
"753",53,8,"I would walk over to the person and see if they looked at me nervously.",0
"754",54,8,"Watch and see if he takes anything and walks away. If he does shout to the family",6
"755",55,8,"I might ask, is that your family who went in the water, you look familiar.",2
"756",56,8,"I will try and get one of the members of the family to come and confirm ",1
"757",57,8,"I would ask the teen if his family was having a good day at the beach and then for their name. Hoping to get them to leave if they don't belong. ",2
"758",58,8,"I would confront the teenager, if he seemed untrustworthy i would go tell the family",2
"759",59,8,"I would ask the teenager what he/she is doing.",2
"760",60,8,"I would likely do nothing in this situation as I can not ascertain if the teenager is part of the family or not. ",4
"761",61,8,"I would say his family looks like a nice group of people, and see what his response is. ",2
"762",62,8,"Ask him what he's doing.",2
"763",63,8,"Go and ask the family if they know the teen ",1
"764",64,8,"The family take in water.",-99
"765",65,8,"I'd carefully monitor the situation and if nothing nefarious seems afoot then I'd leave it be. If not I'd alert the family somehow",6
"766",66,8,"I would let the family know when they get back",0
"767",67,8,"Keep an eye on the individual, and determine if they are with the group or not",6
"768",68,8,"I'd leave it alone and mind my own business. ",4
"769",69,8,"I would watch them closely, and if they look suspicions take video or pictures of him and even ask how he knows the family. fake being a family friend to fake out the teenager.",0
"770",70,8,"I would ask them what they are doing.",2
"771",71,8,"Walk over and try to make inconspicuous small talk until the family returns.",2
"772",72,8,"beach next to a family with young children",-99
"773",73,8,"Ask the teenager what they are doing",2
"774",74,8,"I accepted",-99
"775",75,8,"I would approach the family and say, ""this is a little awkward, but is that person a part of your family? I just wanted to make sure because they are going in your bags when you walked away and it could be family but on the chance it isn't, I would want someone to tell me. I hope I don't offend anyone...""",1
"776",76,8,"I ignore it and assume that the teenager is a part of their family or friends.",4
"777",77,8,"I would confront the teenager and ask if they are with the family. If yes I would confront them, if no I would find the beach patrol and get him kicked off the beach.",0
"778",78,8,"Observe the tennager ",6
"779",79,8,"I would keep an eye on the teenager to see where he goes and when the family returns I would mention it to them,",6
"780",80,8,"I would ask regardless.  If he is a thief, that might be enough to make him run away.",2
"781",81,8,"I would kindly go up to the child and ask her what she was doing.",2
"782",82,8,"I would try to get the family's attention to ask if the teenager is with them.",8
"783",83,8,"I would mind my own business on this one. It's not my job to play detective nor is it my job to secure their belongings. ",4
"784",84,8,"take them along",-99
"785",85,8,"I would ask the teenager why they weren't out with the rest of their family and see how they react.",2
"786",86,8,"First catch the teenager",0
"787",87,8,"ignore the teen",4
"788",88,8,"Ask one of the parents if that is theirs or not out of concern.",2
"789",89,8,"I don't care about that unless the family shout or asking any help",4
"790",90,8,"I would mind my own business, but notify the family when they come back",0
"791",91,8,"I would mention it to the family.",1
"792",92,8,"I would try and stop this pilfering from happening. ",0
"793",93,8,"Ignore and stay out of it",4
"794",94,8,"Ask them who they are and what they are doing.",2
"795",95,8,"I would call out to one of the members and tell them to confirm whether that is one of them",8
"796",96,8,"alert the party",8
"797",97,8,"Continue to watch the teenager and alert the family after they return",6
"798",98,8,"Go to the family and discreetly ask if the teen is part of the family.",1
"799",99,8,"Do nothing unless the family says something is wrong and give them a description of the person.",0
"800",100,8,"Yell ""Hey, look at THAT!"" loudly enough that both the teenager and the family look up.",8
"801",1,9,"Call 911. They may be ill",1
"802",2,9,"I will call 911 and let them know of this driver.",1
"803",3,9,"Call 911 and let them know.",1
"804",4,9,"pull to a different road",4
"805",5,9,"Keep my distance and turn away from them as soon as possible.",4
"806",6,9,"Call 911 and stay far away from them.",1
"807",7,9,"Call the police and report it.",1
"808",8,9,"honk at them a lot to see if they drive better",5
"809",9,9,"I would call 911 and report the licene plate number and car make/model.",1
"810",10,9,"I would slow down and call the police and tell them about the driver.",1
"811",11,9,"call 911.",1
"812",12,9,"call 9-1-1 and give them the person's license plate number",1
"813",13,9,"Honk my horn, they may just be sleepy.",5
"814",14,9,"call 911",1
"815",15,9,"Call 911 and keep following from a safe distance",1
"816",16,9,"I would honk and try to remember to license plate number. I would take another street to drive home, and call the police if I remember the license plate number by the time I get home.",0
"817",17,9,"call police and give his license plate",1
"818",18,9,"give the car plenty of space and call 911",1
"819",19,9,"Call 911 to report the driver.",1
"820",20,9,"I would slow down and call 911 to let the police know. ",6
"821",21,9,"I had said that stop the car and I will have ride the car",-99
"822",22,9,"See how long they continue the behavior. Are they just preoccupied or something more? If they continued I would call 911 and tell them something was wrong with the driver. But not mention intoxicated because it could be a medical emergency. ",1
"823",23,9,"Call the police",1
"824",24,9,"slow down to get away from the driver",6
"825",25,9,"I would find a place to stop for half an hour, else I would turn down a different road and take the alternate route.",0
"826",26,9,"Stay back and wish him the best, maybe call 911 if it really gets bad.",6
"827",27,9,"I would call the cops.",1
"828",28,9,"move away or stay far behind the driver",6
"829",29,9,"call 911 to let them know",1
"830",30,9,"I pull up to the driver and get his attention. Ask him to pull over and offer him a ride home if he parks his car.",16
"831",31,9,"Call the police and follow behind slowly",1
"832",32,9,"call 911",1
"833",33,9,"call police",1
"834",34,9,"call 911",1
"835",35,9,"Call the cops",1
"836",36,9,"Call emergency services",1
"837",37,9,"flag them down",13
"838",38,9,"I would ask any passengers in the car to call the police. If I was alone, I would call myself.",1
"839",39,9,"give distance and continue home.",6
"840",40,9,"I would distance myself from the other vehicle to avoid a potential crash.",6
"841",41,9,"Drive down another road to get home",4
"842",42,9,"stay behind them and call cops",1
"843",43,9,"stay far behind him in case of an accident and call the police",1
"844",44,9,"Call police",1
"845",45,9,"Avoid the driver (slowing down to keep my distance) and make note of their license plate to potentially notify the authorities",6
"846",46,9,"I would try to put a lot of distance between us and call 911",1
"847",47,9,"Beep, flash lights, pull off to the shoulder to let them by. Call the police.",0
"848",48,9,"Get as far away from them as possible and call the police ",6
"849",49,9,"drop way back turn off if you can and call polic",1
"850",50,9,"I'd continue to follow them until they reached their destination safely; if there was heavy traffic, I'd report their license plate to 911.",8
"851",51,9,"Slow up and make sure I have room to stop if there is an accident.",6
"852",52,9,"I would call 911",1
"853",53,9,"Call the police and report the person so that no one gets harmed.",1
"854",54,9,"Call the cops",1
"855",55,9,"Start pulling over to the side of the road until the driver passes and then call 911.",1
"856",56,9,"Call 911 to come and check out the guy",1
"857",57,9,"I would flash my lights at the car to see if that gets them to pay more attention. If not, I would continue to follow them to see if they arrived somewhere safely. ",9
"858",58,9,"I would call the police on a hands free device and follow from a safe distance, to make sure no one got hurt. ",1
"859",59,9,"I would call the police.",1
"860",60,9,"Drive carefully and try and get around them to minimize risk of driving into them or them driving into me. ",3
"861",61,9,"I would call 911.",1
"862",62,9,"Drive past him.",3
"863",63,9,"Call 911",1
"864",64,9,"The road is the car of die ",-99
"865",65,9,"I'd maintain a safe distance from the driver and monitor them more as well as get the license plate and vehicle info. Then pull over and report this to 911",11
"866",66,9,"I would call the police and give them my location and a license plate number",1
"867",67,9,"Call the police",1
"868",68,9,"I would call 911 and report a possibly impaired driver. ",1
"869",69,9,"I would flash and honk my horn to get theior attention. If this didn't work I would call 911 and notify them and follow the individual at distance to try and keep them safe and to help if anything happens.",5
"870",70,9,"Stay back and call 911",1
"871",71,9,"Call 911 and report the driver.",1
"872",72,9,"driving home on a two-lane road and think",-99
"873",73,9,"Pull over as far to the right as possible and stop, get out of the car (if time allows) and call 911",2
"874",74,9,"I stop it",-99
"875",75,9,"I would most likely call the police and let them know about it, if I truly believed they were a threat to others on the road and drunk.",1
"876",76,9,"I would wait until the next intersection and immediately change routes. I would also call 911 on the driver.",4
"877",77,9,"I would continue to follow at a safe distance while I call the police and let them know the situation. I believe this person and everyone on the roads safety is a first priority.",1
"878",78,9,"Let space form between us and call the highway patrol",1
"879",79,9,"I would follow behind the vehicle at a safe distance and get the license number and call the police and follow the car until they got there.",0
"880",80,9,"Call 911.",1
"881",81,9,"I decide to call 911 and report the car in front of me I give the 911 the cars license plate number and tell them what the car is doing slowly drifting between the two lanes.",1
"882",82,9,"I would stay far back of the driver and call 911.",1
"883",83,9,"I would take notice of their license plate number and car description and I would call the police",1
"884",84,9,"pull him over",13
"885",85,9,"I would report them.",1
"886",86,9,"Get back a way",6
"887",87,9,"try to avoid the driver",6
"888",88,9,"Call the police and report it.",1
"889",89,9,"I will drive the car",-99
"890",90,9,"I would call the police.",1
"891",91,9,"I would call 911 before they wreck.",1
"892",92,9,"I would speed up and try and pass him. ",3
"893",93,9,"Get the license plate number and call the cops",1
"894",94,9,"Call Highway Patrol and provide them with the license plate in order to locate the driver. ",1
"895",95,9,"Slow down",6
"896",96,9,"call 911",1
"897",97,9,"Honk and put my bright lights on to warn the driver.",5
"898",98,9,"Call 911.",1
"899",99,9,"Drive slow behind him and call the police.",1
"900",100,9,"call 911",1
"901",1,10,"Sorry I cannot help you",5
"902",2,10,"If this woman approached me, I would offer to buy her a taxi.",7
